,minute_of_hour,hour_of_week,day_of_week,week_of_month,month,units_consumed
35189,25,4,1,1,5,1.1172348571279738
35190,30,4,1,1,5,1.114629507978013
35191,35,4,1,1,5,1.1122301069710778
35192,40,4,1,1,5,1.110039319861444
35193,45,4,1,1,5,1.10805958063163
35194,50,4,1,1,5,1.1062930887882103
35195,55,4,1,1,5,1.1047418069181931
35196,0,5,1,1,5,1.1034074585084965
35197,5,5,1,1,5,1.1022915260311914
35198,10,5,1,1,5,1.101395249296449
35199,15,5,1,1,5,1.1007196240751012
35200,20,5,1,1,5,1.100265400992333
35201,25,5,1,1,5,1.1000330846937287
35202,30,5,1,1,5,1.1000229332846103
35203,35,5,1,1,5,1.100234958043277
35204,40,5,1,1,5,1.100668923408475
35205,45,5,1,1,5,1.1013243472411103
35206,50,5,1,1,5,1.1022005013599079
35207,55,5,1,1,5,1.1032964123504274
35208,0,6,1,1,5,1.1046108626465343
35209,5,6,1,1,5,1.106142391883137
35210,10,6,1,1,5,1.1078892985186222
35211,15,6,1,1,5,1.1098496417253427
35212,20,6,1,1,5,1.112021243545854
35213,25,6,1,1,5,1.114401691312652
35214,30,6,1,1,5,1.1169883403286667
35215,35,6,1,1,5,1.119778316805542
35216,40,6,1,1,5,1.1227685210564387
35217,45,6,1,1,5,1.1259556309398342
35218,50,6,1,1,5,1.1293361055503612
35219,55,6,1,1,5,1.132906189152913
35220,0,7,1,1,5,1.13666191535521
35221,5,7,1,1,5,1.1405991115145155
35222,10,7,1,1,5,1.1447134033734772
35223,15,7,1,1,5,1.1490002199199612
35224,20,7,1,1,5,1.1534547984655166
35225,25,7,1,1,5,1.1580721899366384
35226,30,7,1,1,5,1.1628472643734113
35227,35,7,1,1,5,1.1677747166288168
35228,40,7,1,1,5,1.172849072262825
35229,45,7,1,1,5,1.1780646936245434
35230,50,7,1,1,5,1.1834157861156918
35231,55,7,1,1,5,1.1888964046284507
35232,0,8,1,1,5,1.194500460150562
35233,5,8,1,1,5,1.2002217265301187
35234,10,8,1,1,5,1.206053847393101
35235,15,8,1,1,5,1.2119903432052068
35236,20,8,1,1,5,1.218024618470706
35237,25,8,1,1,5,1.224149969060091
35238,30,8,1,1,5,1.230359589658419
35239,35,8,1,1,5,1.236646581326117
35240,40,8,1,1,5,1.2430039591635877
35241,45,8,1,1,5,1.249424660071748
35242,50,8,1,1,5,1.255901550599019
35243,55,8,1,1,5,1.2624274348666926
35244,0,9,1,1,5,1.2689950625636117
35245,5,9,1,1,5,1.2755971370013255
35246,10,9,1,1,5,1.2822263232207702
35247,15,9,1,1,5,1.288875256141515
35248,20,9,1,1,5,1.2955365487442456
35249,25,9,1,1,5,1.3022028002780743
35250,30,9,1,1,5,1.3088666044826558
35251,35,9,1,1,5,1.3155205578166471
35252,40,9,1,1,5,1.322157267683104
35253,45,9,1,1,5,1.328769360642716
35254,50,9,1,1,5,1.335349490605804
35255,55,9,1,1,5,1.3418903469937076
35256,0,10,1,1,5,1.3483846628611649
35257,5,10,1,1,5,1.3548252229697715
35258,10,10,1,1,5,1.3612048718042133
35259,15,10,1,1,5,1.367516521522104
35260,20,10,1,1,5,1.3737531598286348
35261,25,10,1,1,5,1.3799078577672934
35262,30,10,1,1,5,1.3859737774180312
35263,35,10,1,1,5,1.3919441794940857
35264,40,10,1,1,5,1.3978124308296296
35265,45,10,1,1,5,1.4035720117491088
35266,50,10,1,1,5,1.4092165233106957
35267,55,10,1,1,5,1.4147396944155672
35268,0,11,1,1,5,1.4201353887751462
35269,5,11,1,1,5,1.4253976117286056
35270,10,11,1,1,5,1.4305205169028412
35271,15,11,1,1,5,1.435498412708058
35272,20,11,1,1,5,1.4403257686610267
35273,25,11,1,1,5,1.4449972215295341
35274,30,11,1,1,5,1.4495075812909772
35275,35,11,1,1,5,1.4538518368985214
35276,40,11,1,1,5,1.4580251618484155
35277,45,11,1,1,5,1.462022919542302
35278,50,11,1,1,5,1.4658406684384102
35279,55,11,1,1,5,1.4694741669863078
35280,0,12,1,1,5,1.4729193783391894
35281,5,12,1,1,5,1.4761724748388727
35282,10,12,1,1,5,1.47922984226836
35283,15,12,1,1,5,1.4820880838672617
35284,20,12,1,1,5,1.4847440241056435
35285,25,12,1,1,5,1.4871947122119948
35286,30,12,1,1,5,1.4894374254516682
35287,35,12,1,1,5,1.491469672151788
35288,40,12,1,1,5,1.4932891944695355
35289,45,12,1,1,5,1.4948939709006337
35290,50,12,1,1,5,1.4962822185252538
35291,55,12,1,1,5,1.497452394988853
35292,0,13,1,1,5,1.4984032002157508
35293,5,13,1,1,5,1.4991335778534982
35294,10,13,1,1,5,1.4996427164465322
35295,15,13,1,1,5,1.4999300503376842
35296,20,13,1,1,5,1.4999952602966347
35297,25,13,1,1,5,1.4998382738745824
35298,30,13,1,1,5,1.4994592654847347
35299,35,13,1,1,5,1.4988586562085293
35300,40,13,1,1,5,1.4980371133278254
35301,45,13,1,1,5,1.496995549583525
35302,50,13,1,1,5,1.4957351221615247
35303,55,13,1,1,5,1.4942572314070688
35304,0,14,1,1,5,1.4925635192689546
35305,5,14,1,1,5,1.4906558674753145
35306,10,14,1,1,5,1.4885363954429993
35307,15,14,1,1,5,1.4862074579228723
35308,20,14,1,1,5,1.4836716423837275
35309,25,14,1,1,5,1.480931766137494
35310,30,14,1,1,5,1.4779908732092426
35311,35,14,1,1,5,1.474852230955232
35312,40,14,1,1,5,1.4715193264328517
35313,45,14,1,1,5,1.4679958625264693
35314,50,14,1,1,5,1.4642857538334724
35315,55,14,1,1,5,1.4603931223152196
35316,0,15,1,1,5,1.4563222927173554
35317,5,15,1,1,5,1.452077787765084
35318,10,15,1,1,5,1.447664323138357
35319,15,15,1,1,5,1.443086802232717
35320,20,15,1,1,5,1.4383503107115823
35321,25,15,1,1,5,1.4334601108560345
35322,30,15,1,1,5,1.4284216357183455
35323,35,15,1,1,5,1.4232404830859497
35324,40,15,1,1,5,1.4179224092620515
35325,45,15,1,1,5,1.412473322670459
35326,50,15,1,1,5,1.406899277291245
35327,55,15,1,1,5,1.4012064659347239
35328,0,16,1,1,5,1.3954012133611888
35329,5,16,1,1,5,1.3894899692540104
35330,10,16,1,1,5,1.3834793010541468
35331,15,16,1,1,5,1.377375886663422
35332,20,16,1,1,5,1.3711865070254807
35333,25,16,1,1,5,1.3649180385920658
35334,30,16,1,1,5,1.3585774456832231
35335,35,16,1,1,5,1.3521717727498843
35336,40,16,1,1,5,1.3457081365474244
35337,45,16,1,1,5,1.339193718228843
35338,50,16,1,1,5,1.3326357553666224
35339,55,16,1,1,5,1.326041533911458
35340,0,17,1,1,5,1.3194183800976853
35341,5,17,1,1,5,1.3127736523037281
35342,10,17,1,1,5,1.3061147328768798
35343,15,17,1,1,5,1.299449019931455
35344,20,17,1,1,5,1.2927839191293777
35345,25,17,1,1,5,1.2861268354526123
35346,30,17,1,1,5,1.2794851649758945
35347,35,17,1,1,5,1.2728662866498128
35348,40,17,1,1,5,1.2662775541026892
35349,45,17,1,1,5,1.259726287470637
35350,50,17,1,1,5,1.2532197652648291
35351,55,17,1,1,5,1.246765216285013
35352,0,18,1,1,5,1.2403698115882094
35353,5,18,1,1,5,1.234040656521786
35354,10,18,1,1,5,1.2277847828290933
35355,15,18,1,1,5,1.2216091408373164
35356,20,18,1,1,5,1.21552059173556
35357,25,18,1,1,5,1.2095258999520109
35358,30,18,1,1,5,1.2036317256386024
35359,35,18,1,1,5,1.197844617271492
35360,40,18,1,1,5,1.192171004375807
35361,45,18,1,1,5,1.1866171903821523
35362,50,18,1,1,5,1.1811893456236067
35363,55,18,1,1,5,1.1758935004803912
35364,0,19,1,1,5,1.1707355386800673
35365,5,19,1,1,5,1.1657211907606673
35366,10,19,1,1,5,1.160856027704019
35367,15,19,1,1,5,1.1561454547463075
35368,20,19,1,1,5,1.1515947053729414
35369,25,19,1,1,5,1.147208835503914
35370,30,19,1,1,5,1.142992717876764
35371,35,19,1,1,5,1.1389510366328919
35372,40,19,1,1,5,1.1350882821134398
35373,45,19,1,1,5,1.1314087458704858
35374,50,19,1,1,5,1.127916515899071
35375,55,19,1,1,5,1.124615472095497
35376,0,20,1,1,5,1.121509281946587
35377,5,20,1,1,5,1.1186013964551733
35378,10,20,1,1,5,1.1158950463059816
35379,15,20,1,1,5,1.113393238276312
35380,20,20,1,1,5,1.1110987518954862
35381,25,20,1,1,5,1.1090141363567667
35382,30,20,1,1,5,1.1071417076851704
35383,35,20,1,1,5,1.1054835461643946
35384,40,20,1,1,5,1.1040414940255296
35385,45,20,1,1,5,1.1028171534003757
35386,50,20,1,1,5,1.101811884541449
35387,55,20,1,1,5,1.1010268043107294
35388,0,21,1,1,5,1.1004627849388178
35389,5,21,1,1,5,1.100120453055879
35390,10,21,1,1,5,1.1000001889954587
35391,15,21,1,1,5,1.1001021263719148
35392,20,21,1,1,5,1.1004261519319833
35393,25,21,1,1,5,1.1009719056805984
35394,30,21,1,1,5,1.1017387812808517
35395,35,21,1,1,5,1.1027259267276366
35396,40,21,1,1,5,1.103932245294233
35397,45,21,1,1,5,1.1053563967507913
35398,50,21,1,1,5,1.1069967988532967
35399,55,21,1,1,5,1.1088516291015147
35400,0,22,1,1,5,1.1109188267637666
35401,5,22,1,1,5,1.1131960951664277
35402,10,22,1,1,5,1.1156809042455509
35403,15,22,1,1,5,1.118370493357789
35404,20,22,1,1,5,1.1212618743475116
35405,25,22,1,1,5,1.1243518348665913
35406,30,22,1,1,5,1.1276369419434673
35407,35,22,1,1,5,1.1311135457971264
35408,40,22,1,1,5,1.13477778389206
35409,45,22,1,1,5,1.1386255852295726
35410,50,22,1,1,5,1.142652674870694
35411,55,22,1,1,5,1.146854578685673
35412,0,23,1,1,5,1.151226628324802
35413,5,23,1,1,5,1.1557639664048716
35414,10,23,1,1,5,1.1604615519059427
35415,15,23,1,1,5,1.1653141657718422
35416,20,23,1,1,5,1.1703164167086073
35417,25,23,1,1,5,1.1754627471742578
35418,30,23,1,1,5,1.18074743955327
35419,35,23,1,1,5,1.1861646225089326
35420,40,23,1,1,5,1.1917082775063013
35421,45,23,1,1,5,1.197372245499063
35422,50,23,1,1,5,1.203150233772139
35423,55,23,1,1,5,1.20903582293298
35424,0,0,2,1,5,1.4150224740435657
35425,5,0,2,1,5,1.421103535885216
35426,10,0,2,1,5,1.4272722523481518
35427,15,0,2,1,5,1.433521769937631
35428,20,0,2,1,5,1.4398451453880663
35429,25,0,2,1,5,1.446235353377306
35430,30,0,2,1,5,1.452685294331656
35431,35,0,2,1,5,1.4591878023136047
35432,40,0,2,1,5,1.4657356529832415
35433,45,0,2,1,5,1.4723215716245557
35434,50,0,2,1,5,1.4789382412277514
35435,55,0,2,1,5,1.485578310618326
35436,0,1,2,1,5,1.4922344026245558
35437,5,1,2,1,5,1.4988991222734136
35438,10,1,2,1,5,1.5055650650064905
35439,15,1,2,1,5,1.5122248249065209
35440,20,1,2,1,5,1.518871002925418
35441,25,1,2,1,5,1.525496215104676
35442,30,1,2,1,5,1.532093100779055
35443,35,1,2,1,5,1.5386543307541607
35444,40,1,2,1,5,1.5451726154495085
35445,45,1,2,1,5,1.5516407129971288
35446,50,1,2,1,5,1.5580514372873864
35447,55,1,2,1,5,1.5643976659528067
35448,0,2,2,1,5,1.5706723482810865
35449,5,2,2,1,5,1.5768685130485331
35450,10,2,2,1,5,1.5829792762649852
35451,15,2,2,1,5,1.5889978488222338
35452,20,2,2,1,5,1.5949175440366092
35453,25,2,2,1,5,1.6007317850779843
35454,30,2,2,1,5,1.6064341122766859
35455,35,2,2,1,5,1.612018190300242
35456,40,2,2,1,5,1.6174778151919873
35457,45,2,2,1,5,1.6228069212637473
35458,50,2,2,1,5,1.6279995878347222
35459,55,2,2,1,5,1.6330500458096306
35460,0,3,2,1,5,1.6379526840880758
35461,5,3,2,1,5,1.6427020557985608
35462,10,3,2,1,5,1.6472928843500076
35463,15,3,2,1,5,1.6517200692940934
35464,20,3,2,1,5,1.6559786919919195
35465,25,3,2,1,5,1.6600640210785433
35466,30,3,2,1,5,1.6639715177197403
35467,35,3,2,1,5,1.6676968406545662
35468,40,3,2,1,5,1.6712358510185654
35469,45,3,2,1,5,1.6745846169420824
35470,50,3,2,1,5,1.6777394179186014
35471,55,3,2,1,5,1.6806967489382598
35472,0,4,2,1,5,1.683453324381962
35473,5,4,2,1,5,1.6860060816716538
35474,10,4,2,1,5,1.6883521846729856
35475,15,4,2,1,5,1.6904890268462047
35476,20,4,2,1,5,1.6924142341420614
35477,25,4,2,1,5,1.6941256676393972
35478,30,4,2,1,5,1.6956214259215043
35479,35,4,2,1,5,1.6968998471886227
35480,40,4,2,1,5,1.6979595111041803
35481,45,4,2,1,5,1.698799240372851
35482,50,4,2,1,5,1.6994181020485024
35483,55,4,2,1,5,1.6998154085707173
35484,0,5,2,1,5,1.699990718528678
35485,5,5,2,1,5,1.6999438371515776
35486,10,5,2,1,5,1.699674816525012
35487,15,5,2,1,5,1.6991839555331083
35488,20,5,2,1,5,1.6984717995264775
35489,25,5,2,1,5,1.697539139716304
35490,30,5,2,1,5,1.6963870122953169
35491,35,5,2,1,5,1.695016697286568
35492,40,5,2,1,5,1.693429717121315
35493,45,5,2,1,5,1.6916278349475897
35494,50,5,2,1,5,1.6896130526713093
35495,55,5,2,1,5,1.687387608732201
35496,0,6,2,1,5,1.6849539756167926
35497,5,6,2,1,5,1.6823148571115147
35498,10,6,2,1,5,1.6794731852987579
35499,15,6,2,1,5,1.676432117299305
35500,20,6,2,1,5,1.6731950317647446
35501,25,6,2,1,5,1.6697655251237604
35502,30,6,2,1,5,1.6661474075864446
35503,35,6,2,1,5,1.6623446989112234
35504,40,6,2,1,5,1.658361623938723
35505,45,6,2,1,5,1.6542026078980359
35506,50,6,2,1,5,1.6498722714902296
35507,55,6,2,1,5,1.6453754257547102
35508,0,7,2,1,5,1.640717066724118
35509,5,7,2,1,5,1.635902369873661
35510,10,7,2,1,5,1.6309366843712512
35511,15,7,2,1,5,1.625825527134338
35512,20,7,2,1,5,1.6205745767006983
35513,25,7,2,1,5,1.6151896669195016
35514,30,7,2,1,5,1.6096767804698557
35515,35,7,2,1,5,1.6040420422140005
35516,40,7,2,1,5,1.5982917123925362
35517,45,7,2,1,5,1.5924321796692036
35518,50,7,2,1,5,1.5864699540331877
35519,55,7,2,1,5,1.5804116595662248
35520,0,8,2,1,5,1.574264027083353
35521,5,8,2,1,5,1.5680338866548824
35522,10,8,2,1,5,1.5617281600181294
35523,15,8,2,1,5,1.5553538528873105
35524,20,8,2,1,5,1.5489180471700916
35525,25,8,2,1,5,1.5424278930997064
35526,30,8,2,1,5,1.5358906012907252
35527,35,8,2,1,5,1.5293134347281774
35528,40,8,2,1,5,1.5227037006982722
35529,45,8,2,1,5,1.5160687426699428
35530,50,8,2,1,5,1.509415932136193
35531,55,8,2,1,5,1.5027526604243067
35532,0,9,2,1,5,1.4960863304839773
35533,5,9,2,1,5,1.489424348662752
35534,10,9,2,1,5,1.482774116477245
35535,15,9,2,1,5,1.4761430223901741
35536,20,9,2,1,5,1.4695384336016724
35537,25,9,2,1,5,1.4629676878642677
35538,30,9,2,1,5,1.4564380853305794
35539,35,9,2,1,5,1.4499568804427452
35540,40,9,2,1,5,1.4435312738728514
35541,45,9,2,1,5,1.4371684045226631
35542,50,9,2,1,5,1.430875341592422
35543,55,9,2,1,5,1.424659076726862
35544,0,10,2,1,5,1.4185265162474356
35545,5,10,2,1,5,1.412484473479332
35546,10,10,2,1,5,1.4065396611818186
35547,15,10,2,1,5,1.4006986840902695
35548,20,10,2,1,5,1.3949680315784094
35549,25,10,2,1,5,1.3893540704483263
35550,30,10,2,1,5,1.3838630378570624
35551,35,10,2,1,5,1.3785010343870414
35552,40,10,2,1,5,1.3732740172682707
35553,45,10,2,1,5,1.3681877937598097
35554,50,10,2,1,5,1.3632480146978245
35555,55,10,2,1,5,1.3584601682175956
35556,0,11,2,1,5,1.3538295736559531
35557,5,11,2,1,5,1.349361375641584
35558,10,11,2,1,5,1.345060538379275
35559,15,11,2,1,5,1.3409318401346388
35560,20,11,2,1,5,1.3369798679254217
35561,25,11,2,1,5,1.3332090124252896
35562,30,11,2,1,5,1.3296234630857295
35563,35,11,2,1,5,1.3262272034816314
35564,40,11,2,1,5,1.3230240068853558
35565,45,11,2,1,5,1.320017432074697
35566,50,11,2,1,5,1.3172108193790266
35567,55,11,2,1,5,1.31460728696816
35568,0,12,2,1,5,1.3122097273880438
35569,5,12,2,1,5,1.3100208043470993
35570,10,12,2,1,5,1.308042949756879
35571,15,12,2,1,5,1.3062783610301034
35572,20,12,2,1,5,1.3047289986393777
35573,25,12,2,1,5,1.3033965839390764
35574,30,12,2,1,5,1.3022825972529024
35575,35,12,2,1,5,1.301388276229237
35576,40,12,2,1,5,1.300714614466102
35577,45,12,2,1,5,1.3002623604072605
35578,50,12,2,1,5,1.300032016510702
35579,55,12,2,1,5,1.300023838690389
35580,0,13,2,1,5,1.3002378360319469
35581,5,13,2,1,5,1.3006737707825669
35582,10,13,2,1,5,1.3013311586151517
35583,15,13,2,1,5,1.3022092691664062
35584,20,13,2,1,5,1.3033071268482856
35585,25,13,2,1,5,1.30462351193185
35586,30,13,2,1,5,1.3061569619024396
35587,35,13,2,1,5,1.3079057730845094
35588,40,13,2,1,5,1.3098680025344365
35589,45,13,2,1,5,1.312041470199144
35590,50,13,2,1,5,1.3144237613381602
35591,55,13,2,1,5,1.3170122292064126
35592,0,14,2,1,5,1.3198039979948057
35593,5,14,2,1,5,1.322795966025189
35594,10,14,2,1,5,1.3259848091964626
35595,15,14,2,1,5,1.3293669846776053
35596,20,14,2,1,5,1.332938734843808
35597,25,14,2,1,5,1.3366960914512256
35598,30,14,2,1,5,1.3406348800457275
35599,35,14,2,1,5,1.3447507246007815
35600,40,14,2,1,5,1.3490390523791393
35601,45,14,2,1,5,1.353495099013356
35602,50,14,2,1,5,1.3581139137989284
35603,55,14,2,1,5,1.3628903651945974
35604,0,15,2,1,5,1.3678191465235314
35605,5,15,2,1,5,1.3728947818690895
35606,10,15,2,1,5,1.3781116321586087
35607,15,15,2,1,5,1.383463901428497
35608,20,15,2,1,5,1.3889456432634513
35609,25,15,2,1,5,1.39455076740319
35610,30,15,2,1,5,1.4002730465086406
35611,35,15,2,1,5,1.4061061230805976
35612,40,15,2,1,5,1.4120435165229588
35613,45,15,2,1,5,1.4180786303427197
35614,50,15,2,1,5,1.424204759478774
35615,55,15,2,1,5,1.4304150977511234
35616,0,16,2,1,5,1.4367027454228518
35617,5,16,2,1,5,1.4430607168656213
35618,10,16,2,1,5,1.4494819483208061
35619,15,16,2,1,5,1.4559593057473854
35620,20,16,2,1,5,1.462485592747922
35621,25,16,2,1,5,1.4690535585638187
35622,30,16,2,1,5,1.4756559061310175
35623,35,16,2,1,5,1.4822853001869154
35624,40,16,2,1,5,1.488934375420173
35625,45,16,2,1,5,1.495595744653456
35626,50,16,2,1,5,1.502262007050695
35627,55,16,2,1,5,1.5089257563394747
35628,0,17,2,1,5,1.515579589039464
35629,5,17,2,1,5,1.5222161126877893
35630,10,17,2,1,5,1.52882795405194
35631,15,17,2,1,5,1.535407767321762
35632,20,17,2,1,5,1.5419482422705328
35633,25,17,2,1,5,1.5484421123767285
35634,30,17,2,1,5,1.5548821628971883
35635,35,17,2,1,5,1.5612612388827554
35636,40,17,2,1,5,1.5675722531274827
35637,45,17,2,1,5,1.57380819404262
35638,50,17,2,1,5,1.5799621334463774
35639,55,17,2,1,5,1.5860272342614465
35640,0,18,2,1,5,1.5919967581108807
35641,5,18,2,1,5,1.5978640728045284
35642,10,18,2,1,5,1.6036226597074519
35643,15,18,2,1,5,1.6092661209821841
35644,20,18,2,1,5,1.614788186696817
35645,25,18,2,1,5,1.6201827217907956
35646,30,18,2,1,5,1.6254437328912488
35647,35,18,2,1,5,1.6305653749715232
35648,40,18,2,1,5,1.6355419578450952
35649,45,18,2,1,5,1.640367952487413
35650,50,18,2,1,5,1.6450379971786913
35651,55,18,2,1,5,1.6495469034608232
35652,0,19,2,1,5,1.653889661901831
35653,5,19,2,1,5,1.658061447661268
35654,10,19,2,1,5,1.6620576258508342
35655,15,19,2,1,5,1.6658737566836552
35656,20,19,2,1,5,1.6695056004069528
35657,25,19,2,1,5,1.672949122012445
35658,30,19,2,1,5,1.6762004957192733
35659,35,19,2,1,5,1.6792561092244966
35660,40,19,2,1,5,1.6821125677163087
35661,45,19,2,1,5,1.6847666976458253
35662,50,19,2,1,5,1.68721555025284
35663,55,19,2,1,5,1.6894564048419425
35664,0,20,2,1,5,1.691486771805232
35665,5,20,2,1,5,1.6933043953882938
35666,10,20,2,1,5,1.6949072561963603
35667,15,20,2,1,5,1.6962935734378841
35668,20,20,2,1,5,1.6974618069029759
35669,25,20,2,1,5,1.6984106586746464
35670,30,20,2,1,5,1.6991390745707642
35671,35,20,2,1,5,1.6996462453152708
35672,40,20,2,1,5,1.6999316074372928
35673,45,20,2,1,5,1.6999948438971628
35674,50,20,2,1,5,1.6998358844386516
35675,55,20,2,1,5,1.6994549056670285
35676,0,21,2,1,5,1.6988523308528456
35677,5,21,2,1,5,1.6980288294616832
35678,10,21,2,1,5,1.6969853164103679
35679,15,21,2,1,5,1.695722951050492
35680,20,21,2,1,5,1.6942431358803653
35681,25,21,2,1,5,1.692547514986827
35682,30,21,2,1,5,1.690637972218638
35683,35,21,2,1,5,1.6885166290935634
35684,40,21,2,1,5,1.6861858424412708
35685,45,21,2,1,5,1.6836482017849232
35686,50,21,2,1,5,1.6809065264641854
35687,55,21,2,1,5,1.677963862502914
35688,0,22,2,1,5,1.6748234792250012
35689,5,22,2,1,5,1.6714888656221039
35690,10,22,2,1,5,1.6679637264774385
35691,15,22,2,1,5,1.6642519782495993
35692,20,22,2,1,5,1.6603577447214313
35693,25,22,2,1,5,1.6562853524184504
35694,30,22,2,1,5,1.652039325802038
35695,35,22,2,1,5,1.6476243822427281
35696,40,22,2,1,5,1.6430454267791688
35697,45,22,2,1,5,1.6383075466685517
35698,50,22,2,1,5,1.633416005734757
35699,55,22,2,1,5,1.6283762385200091
35700,0,23,2,1,5,1.6231938442471818
35701,5,23,2,1,5,1.6178745805989858
35702,10,23,2,1,5,1.612424357321134
35703,15,23,2,1,5,1.606849229656567
35704,20,23,2,1,5,1.6011553916179881
35705,25,23,2,1,5,1.59534916910642
35706,30,23,2,1,5,1.5894370128828448
35707,35,23,2,1,5,1.583425491401509
35708,40,23,2,1,5,1.5773212835122787
35709,45,23,2,1,5,1.5711311710403828
35710,50,23,2,1,5,1.5648620312517485
35711,55,23,2,1,5,1.5585208292123025
35712,0,0,3,1,5,1.752114610049682
35713,5,0,3,1,5,1.7456504911262145
35714,10,0,3,1,5,1.7391356541312077
35715,15,0,3,1,5,1.7325773371022077
35716,20,0,3,1,5,1.7259828263834371
35717,25,0,3,1,5,1.7193594485306052
35718,30,0,3,1,5,1.712714562171045
35719,35,0,3,1,5,1.7060555498281722
35720,40,0,3,1,5,1.6993898097196225
35721,45,0,3,1,5,1.6927247475374991
35722,50,0,3,1,5,1.6860677682207676
35723,55,0,3,1,5,1.6794262677282648
35724,0,1,3,1,5,1.6728076248217252
35725,5,1,3,1,5,1.6662191928679178
35726,10,1,3,1,5,1.659668291668994
35727,15,1,3,1,5,1.6531621993300836
35728,20,1,3,1,5,1.6467081441734368
35729,25,1,3,1,5,1.6403132967074323
35730,30,1,3,1,5,1.6339847616602616
35731,35,1,3,1,5,1.6277295700864733
35732,40,1,3,1,5,1.6215546715554123
35733,45,1,3,1,5,1.6154669264301926
35734,50,1,3,1,5,1.609473098245736
35735,55,1,3,1,5,1.6035798461945916
35736,0,2,3,1,5,1.5977937177282735
35737,5,2,3,1,5,1.5921211412831529
35738,10,2,3,1,5,1.586568419138369
35739,15,2,3,1,5,1.5811417204139477
35740,20,2,3,1,5,1.5758470742168567
35741,25,2,3,1,5,1.5706903629426183
35742,30,2,3,1,5,1.5656773157398864
35743,35,2,3,1,5,1.5608135021454501
35744,40,2,3,1,5,1.5561043258962282
35745,45,2,3,1,5,1.55155501892581
35746,50,2,3,1,5,1.5471706355517
35747,55,2,3,1,5,1.542956046859929
35748,0,3,3,1,5,1.5389159352932373
35749,5,3,3,1,5,1.5350547894488176
35750,10,3,3,1,5,1.531376899091549
35751,15,3,3,1,5,1.5278863503878763
35752,20,3,3,1,5,1.5245870213661514
35753,25,3,3,1,5,1.5214825776080851
35754,30,3,3,1,5,1.518576468176255
35755,35,3,3,1,5,1.51587192178217
35756,40,3,3,1,5,1.5133719431991435
35757,45,3,3,1,5,1.5110793099239521
35758,50,3,3,1,5,1.5089965690910736
35759,55,3,3,1,5,1.5071260346427073
35760,0,4,3,1,5,1.5054697847580272
35761,5,4,3,1,5,1.5040296595442937
35762,10,4,3,1,5,1.5028072589924775
35763,15,4,3,1,5,1.5018039411996569
35764,20,4,3,1,5,1.501020820860157
35765,25,4,3,1,5,1.5004587680271342
35766,30,4,3,1,5,1.5001184071459077
35767,35,4,3,1,5,1.5000001163602195
35768,40,4,3,1,5,1.500104027092106
35769,45,4,3,1,5,1.500430023895889
35770,50,4,3,1,5,1.500977744586435
35771,55,4,3,1,5,1.5017465806415464
35772,0,5,3,1,5,1.5027356778780432
35773,5,5,3,1,5,1.5039439374007373
35774,10,5,3,1,5,1.505370016823356
35775,15,5,3,1,5,1.5070123317599178
35776,20,5,3,1,5,1.5088690575850054
35777,25,5,3,1,5,1.510938131460938
35778,30,5,3,1,5,1.5132172546296023
35779,35,5,3,1,5,1.5157038949664088
35780,40,5,3,1,5,1.5183952897934334
35781,45,5,3,1,5,1.5212884489488783
35782,50,5,3,1,5,1.5243801581090983
35783,55,5,3,1,5,1.5276669823597588
35784,0,6,3,1,5,1.5311452700120527
35785,5,6,3,1,5,1.534811156659757
35786,10,6,3,1,5,1.5386605694726203
35787,15,6,3,1,5,1.5426892317213388
35788,20,6,3,1,5,1.5468926675289258
35789,25,6,3,1,5,1.5512662068436138
35790,30,6,3,1,5,1.5558049906272116
35791,35,6,3,1,5,1.560503976253562
35792,40,6,3,1,5,1.565357943110941
35793,45,6,3,1,5,1.5703614984022018
35794,50,6,3,1,5,1.5755090831362506
35795,55,6,3,1,5,1.5807949783039912
35796,0,7,3,1,5,1.586213311232401
35797,5,7,3,1,5,1.5917580621089813
35798,10,7,3,1,5,1.5974230706698507
35799,15,7,3,1,5,1.603202043043851
35800,20,7,3,1,5,1.6090885587450894
35801,25,7,3,1,5,1.6150760778061504
35802,30,7,3,1,5,1.6211579480440963
35803,35,7,3,1,5,1.62732741245093
35804,40,7,3,1,5,1.633577616700936
35805,45,7,3,1,5,1.6399016167657263
35806,50,7,3,1,5,1.6462923866291557
35807,55,7,3,1,5,1.6527428260932826
35808,0,8,3,1,5,1.6592457686667479
35809,5,8,3,1,5,1.66579398952685
35810,10,8,3,1,5,1.6723802135462047
35811,15,8,3,1,5,1.678997123375738
35812,20,8,3,1,5,1.685637367574144
35813,25,8,3,1,5,1.6922935687754408
35814,30,8,3,1,5,1.6989583318852848
35815,35,8,3,1,5,1.7056242522969818
35816,40,8,3,1,5,1.7122839241180652
35817,45,8,3,1,5,1.7189299483983496
35818,50,8,3,1,5,1.725554941350044
35819,55,8,3,1,5,1.7321515425514722
35820,0,9,3,1,5,1.7387124231243818
35821,5,9,3,1,5,1.745230293876432
35822,10,9,3,1,5,1.7516979133995472
35823,15,9,3,1,5,1.7581080961151816
35824,20,9,3,1,5,1.7644537202575978
35825,25,9,3,1,5,1.7707277357860356
35826,30,9,3,1,5,1.7769231722176244
35827,35,9,3,1,5,1.783033146371474
35828,40,9,3,1,5,1.7890508700159882
35829,45,9,3,1,5,1.7949696574106466
35830,50,9,3,1,5,1.8007829327339169
